Date,Exchange,FX,Return,r,3m,3mvUS,OI,NCL,NCS,NCSP,CL,CS,TRL,TRS,NRL,NRS,Contract
17/01/2006,CAD,1.1635,0.17%,0.0017,3.51,-1.06,101952,39506,12573,715,27012,76863,67233,90151,34719,11801,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
10/01/2006,CAD,1.1655,-0.88%,-0.0088,3.44,-1.09,98344,32628,9311,715,27623,75711,60966,85737,37378,12607,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
03/01/2006,CAD,1.1553,1.51%,0.0152,3.37,-1.16,105401,45749,9062,727,24990,81233,71466,91022,33935,14379,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
27/12/2005,CAD,1.173,-0.11%,-0.0011,3.37,-1.14,103040,49468,7176,727,21536,80374,71731,88277,31309,14763,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
20/12/2005,CAD,1.1717,-1.79%,-0.0177,3.37,-1.11,137619,55542,7431,1889,46157,103345,103588,112665,34031,24954,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
13/12/2005,CAD,1.1511,0.50%,0.005,3.35,-1.05,142450,66468,10285,3291,33897,111552,103656,125128,38794,17322,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
06/12/2005,CAD,1.1569,0.99%,0.01,3.31,-1.07,118337,49064,11747,1920,29155,88453,80139,102120,38198,16217,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
29/11/2005,CAD,1.1685,0.43%,0.0044,3.27,-1.06,115153,42311,13301,1440,37340,84289,81091,99030,34062,16123,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/11/2005,CAD,1.1736,1.57%,0.0158,3.26,-1.07,106006,33585,17860,1346,39485,69963,74416,89169,31590,16837,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
15/11/2005,CAD,1.1923,-0.57%,-0.0057,3.2,-1.09,102550,32487,12318,731,37885,71831,71103,84880,31447,17670,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
08/11/2005,CAD,1.1855,-0.90%,-0.009,3.16,-1.1,104351,37234,10894,775,36159,64385,74168,76054,30183,28297,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
01/11/2005,CAD,1.1749,-0.08%,-0.0008,3.13,-1.08,108226,44435,7275,792,30161,82796,75388,90863,32838,17363,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
25/10/2005,CAD,1.174,0.27%,0.0027,3.08,-1.08,104625,43849,6904,793,27732,79945,72374,87642,32251,16983,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
18/10/2005,CAD,1.1772,-0.10%,-0.001,3.01,-1.09,112354,51259,8447,781,26795,87395,78835,96623,33519,15731,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
11/10/2005,CAD,1.176,-0.31%,-0.0031,2.98,-1.07,109147,50532,6941,785,25071,82681,76388,90407,32759,18740,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
04/10/2005,CAD,1.1724,0.47%,0.0047,2.94,-1.08,108178,47026,8995,762,25285,82651,73073,92408,35105,15770,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
27/09/2005,CAD,1.1779,-0.67%,-0.0066,2.87,-1.06,110057,50520,7424,689,24420,85327,75629,93440,34428,16617,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
20/09/2005,CAD,1.1701,1.01%,0.0101,2.84,-1.03,148171,45536,19033,2731,62809,104222,111076,125986,37095,22185,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
13/09/2005,CAD,1.182,0.64%,0.0064,2.8,-0.96,141219,45957,16365,1649,59669,105623,107275,123637,33944,17582,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
06/09/2005,CAD,1.1896,0.15%,0.0015,2.71,-0.98,117451,46423,16430,1049,42369,88034,89841,105513,27610,11938,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
30/08/2005,CAD,1.1914,0.51%,0.0051,2.81,-0.95,111153,44904,15990,608,38880,81540,84392,98138,26761,13015,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
23/08/2005,CAD,1.1975,0.07%,0.0007,2.72,-1.06,107851,41543,17000,719,33159,75499,75421,93218,32430,14633,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
16/08/2005,CAD,1.1983,1.15%,0.0115,2.7,-1.04,109505,44042,17995,540,30837,76307,75419,94842,34086,14663,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
09/08/2005,CAD,1.2122,0.52%,0.0052,2.64,-1.05,92585,33587,19373,540,27978,58661,62105,78574,30480,14011,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
02/08/2005,CAD,1.2185,0.93%,0.0093,2.6,-1.06,87906,28966,16802,540,29385,53362,58891,70704,29015,17202,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
26/07/2005,CAD,1.2299,-0.86%,-0.0086,2.56,-1.06,90753,31840,14321,543,27243,62482,59626,77346,31127,13407,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
19/07/2005,CAD,1.2194,-1.30%,-0.013,2.56,-1.01,91255,35684,9859,543,23890,65844,60117,76246,31138,15009,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
12/07/2005,CAD,1.2037,3.15%,0.032,2.56,-0.98,91423,35282,12079,540,25043,62647,60865,75266,30558,16157,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
05/07/2005,CAD,1.2428,-0.87%,-0.0086,2.58,-0.95,70074,19364,15276,540,22184,38018,42088,53834,27986,16240,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
28/06/2005,CAD,1.2321,0.01%,0.0001,2.49,-0.92,71522,20959,18675,591,20187,37461,41737,56727,29785,14795,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
21/06/2005,CAD,1.2322,1.60%,0.0161,2.56,-0.87,67143,16872,16588,586,20368,34699,37826,51873,29317,15270,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
14/06/2005,CAD,1.2522,-0.50%,-0.005,2.57,-0.78,63187,10932,28521,647,26421,15297,38000,44465,25187,18722,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
07/06/2005,CAD,1.246,0.64%,0.0064,2.53,-0.77,94186,9675,36236,595,56932,36200,67202,73031,26984,21155,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
31/05/2005,CAD,1.254,0.38%,0.0038,2.51,-0.76,94700,10524,41764,647,60610,30914,71781,73325,22919,21375,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
24/05/2005,CAD,1.2588,0.44%,0.0044,2.5,-0.69,96833,9806,42690,587,63398,30943,73791,74220,23042,22613,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
17/05/2005,CAD,1.2643,-2.28%,-0.0226,2.54,-0.63,99089,11662,45154,1271,62833,28120,75766,74545,23323,24544,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
10/05/2005,CAD,1.2361,1.34%,0.0135,2.54,-0.64,86866,11651,39446,617,50106,24688,62374,64751,24492,22115,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
03/05/2005,CAD,1.2529,-0.63%,-0.0062,2.53,-0.6,93278,12434,45755,588,56509,23718,69531,70061,23747,23217,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
26/04/2005,CAD,1.2451,-0.68%,-0.0068,2.54,-0.56,85837,13776,38495,586,46257,28509,60619,67590,25218,18247,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
19/04/2005,CAD,1.2367,0.04%,0.0004,2.52,-0.5,76771,13905,30263,586,36714,29877,51205,60726,25566,16045,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
12/04/2005,CAD,1.2372,-1.55%,-0.0154,2.55,-0.54,69292,15951,23385,617,24234,30277,40802,54279,28490,15013,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
05/04/2005,CAD,1.2183,-0.58%,-0.0058,2.59,-0.42,80302,35799,10124,617,13043,55397,49459,66138,30843,14164,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
29/03/2005,CAD,1.2113,-0.27%,-0.0027,2.6,-0.44,81193,35455,8765,630,14226,56091,50311,65486,30882,15707,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/03/2005,CAD,1.208,-0.01%,-0.0001,2.53,-0.43,89844,43143,11596,625,14685,62757,58453,74978,31391,14866,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
15/03/2005,CAD,1.2079,0.50%,0.005,2.58,-0.36,125191,36259,10109,904,52191,77424,89354,88437,35837,36754,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
08/03/2005,CAD,1.214,2.11%,0.0214,2.5,-0.35,105920,17563,14234,619,60248,76330,78430,91183,27490,14737,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
01/03/2005,CAD,1.2402,-1.29%,-0.0128,2.52,-0.33,95644,11793,18622,963,56547,60041,69303,79626,26341,16018,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/02/2005,CAD,1.2244,0.49%,0.0049,2.5,-0.33,88275,11275,14416,1152,50404,59250,62831,74818,25444,13457,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
15/02/2005,CAD,1.2304,1.28%,0.0128,2.46,-0.28,83368,10760,16067,997,46093,50568,57850,67632,25518,15736,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
08/02/2005,CAD,1.2463,-0.87%,-0.0086,2.49,-0.2,82670,10606,17971,649,46446,46639,57701,65259,24969,17411,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
01/02/2005,CAD,1.2356,-0.02%,-0.0002,2.51,-0.2,77006,12127,10858,396,37013,50419,49536,61673,27470,15333,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
25/01/2005,CAD,1.2354,-0.96%,-0.0096,2.48,-0.16,78850,17352,14699,453,33085,47224,50890,62376,27960,16474,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
18/01/2005,CAD,1.2236,-0.46%,-0.0046,2.52,-0.08,77385,19773,14273,403,29262,49283,49438,63959,27947,13426,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
11/01/2005,CAD,1.218,0.35%,0.0035,2.55,-0.02,69850,19317,9424,408,22579,47479,42304,57311,27546,12539,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
04/01/2005,CAD,1.2223,-0.43%,-0.0043,2.53,0.01,71055,20448,10786,341,20814,47151,41603,58278,29452,12777,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
28/12/2004,CAD,1.2171,1.08%,0.0109,2.57,0.11,66171,19215,13081,366,17599,41225,37180,54672,28991,11499,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
21/12/2004,CAD,1.2304,0.40%,0.004,2.56,0.1,65452,20422,14146,366,15273,38006,36061,52518,29391,12934,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
14/12/2004,CAD,1.2353,-2.28%,-0.0225,2.55,0.14,101313,21889,12812,368,50827,66112,73084,79292,28229,22021,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
07/12/2004,CAD,1.2078,-1.89%,-0.0187,2.5,0.13,108956,30867,12497,368,43844,77830,75079,90695,33877,18261,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
30/11/2004,CAD,1.1854,-0.10%,-0.001,2.59,0.25,105893,35634,12003,546,34870,79056,71050,91605,34843,14288,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
23/11/2004,CAD,1.1842,0.98%,0.0098,2.67,0.39,105371,37207,7736,349,30669,82232,68225,90317,37146,15054,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
16/11/2004,CAD,1.1959,0.33%,0.0033,2.67,0.43,108544,40552,7217,487,30663,85733,71702,93437,36842,15107,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
09/11/2004,CAD,1.1998,2.03%,0.0205,2.65,0.44,109798,41418,6446,273,31107,86945,72798,93664,37000,16134,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
02/11/2004,CAD,1.2246,0.04%,0.0004,2.63,0.53,115675,45896,6204,133,32701,94595,78730,100932,36945,14743,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
26/10/2004,CAD,1.2251,2.69%,0.0273,2.52,0.48,109721,42987,6764,103,29841,87885,72931,94752,36790,14969,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
19/10/2004,CAD,1.259,-0.24%,-0.0024,2.49,0.49,116035,49034,9014,83,27815,89771,76932,98868,39103,17167,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
12/10/2004,CAD,1.256,0.33%,0.0033,2.5,0.53,117114,56875,7489,83,24642,91165,81600,98737,35514,18377,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
05/10/2004,CAD,1.2602,0.91%,0.0092,2.45,0.48,111202,53036,7868,91,24327,87665,77454,95624,33748,15578,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
28/09/2004,CAD,1.2718,1.14%,0.0115,2.41,0.54,98326,52716,5960,55,12567,77456,65338,83471,32988,14855,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
21/09/2004,CAD,1.2865,0.55%,0.0055,2.35,0.51,89047,44615,5216,40,11865,71035,56520,76291,32527,12756,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
14/09/2004,CAD,1.2936,-0.46%,-0.0046,2.3,0.51,111785,50371,5719,5,28488,90831,78864,96555,32921,15230,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
07/09/2004,CAD,1.2877,1.87%,0.0189,2.28,0.53,107167,46379,5076,829,26655,83029,73863,88934,33304,18233,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
31/08/2004,CAD,1.3123,-0.43%,-0.0043,2.17,0.46,86184,35306,6168,4,20692,67453,56002,73625,30182,12559,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
24/08/2004,CAD,1.3067,-0.02%,-0.0002,2.08,0.44,92045,40507,6764,84,19234,71974,59825,78822,32220,13223,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
17/08/2004,CAD,1.3065,1.08%,0.0108,2.06,0.34,86804,37979,6885,74,16636,65286,54689,72245,32115,14559,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
10/08/2004,CAD,1.3207,-0.26%,-0.0026,2.01,0.34,80273,33093,6454,66,17745,59900,50904,66420,29369,13853,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
03/08/2004,CAD,1.3173,1.13%,0.0114,2.05,0.34,76946,29499,5898,15,18060,56861,47574,62774,29372,14172,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
27/07/2004,CAD,1.3324,-1.45%,-0.0144,2.04,0.47,75905,31026,5311,63,16201,56748,47290,62122,28615,13783,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
20/07/2004,CAD,1.3133,0.41%,0.0041,2.03,0.51,82944,36916,5938,142,15734,61096,52792,67176,30152,15768,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
13/07/2004,CAD,1.3187,0.68%,0.0068,2,0.48,72639,30113,6237,4,15040,53202,45157,59443,27482,13196,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
06/07/2004,CAD,1.3277,1.29%,0.0129,1.98,0.46,62007,18933,7612,358,15425,38100,34716,46070,27291,15937,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
29/06/2004,CAD,1.345,0.94%,0.0094,2.01,0.47,59016,16877,16612,18,17734,29074,34629,45704,24387,13312,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/06/2004,CAD,1.3577,0.83%,0.0083,2.06,0.6,58449,12265,27470,38,22618,15392,34921,42900,23528,15549,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
15/06/2004,CAD,1.369,-1.44%,-0.0143,2.06,0.59,84500,14039,25029,134,45349,39757,59522,64920,24978,19580,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
08/06/2004,CAD,1.3496,1.28%,0.0129,2.03,0.7,77098,13149,18041,83,39363,41041,52595,59165,24503,17933,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
01/06/2004,CAD,1.3671,0.33%,0.0033,2,0.79,82138,13430,27706,101,44522,35658,58053,63465,24085,18673,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
25/05/2004,CAD,1.3716,1.29%,0.013,2.01,0.77,82269,13154,32331,118,43484,30913,56756,63362,25513,18907,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
18/05/2004,CAD,1.3895,-0.30%,-0.003,2,0.84,91114,13380,42114,141,52164,29627,65685,71882,25429,19232,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
11/05/2004,CAD,1.3853,-1.12%,-0.0111,2,0.86,86362,13705,39353,137,46258,26172,60100,65662,26262,20700,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
04/05/2004,CAD,1.37,-1.38%,-0.0137,1.95,0.88,81767,13178,32569,34,44669,29194,57881,61797,23886,19970,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
27/04/2004,CAD,1.3514,0.32%,0.0033,1.96,0.89,70976,12310,21935,64,32715,31461,45089,53460,25887,17516,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
20/04/2004,CAD,1.3558,-1.54%,-0.0152,1.96,0.88,65409,14206,14758,117,25086,36245,39409,51120,26000,14289,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
12/04/2004,CAD,1.3353,-2.01%,-0.0199,1.96,0.92,66422,20785,3635,177,13846,47521,34808,51333,31614,15089,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
06/04/2004,CAD,1.309,-0.21%,-0.0021,1.99,0.96,86421,44219,2354,67,11327,71326,55613,73747,30808,12674,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
30/03/2004,CAD,1.3063,1.95%,0.0197,1.99,0.99,76113,35066,2051,85,11716,61888,46867,64024,29246,12089,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
23/03/2004,CAD,1.3323,0.00%,0,2.04,1.03,48702,10562,3462,228,11945,31507,22735,35197,25967,13505,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
16/03/2004,CAD,1.3323,-0.62%,-0.0062,2.09,1.07,71603,9820,6078,287,33705,49404,43812,55769,27791,15834,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
09/03/2004,CAD,1.3241,1.33%,0.0134,2.12,1.13,72882,11605,8781,797,29441,47098,41843,56676,31039,16206,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
02/03/2004,CAD,1.342,-1.00%,-0.01,2.2,1.19,65508,5834,15249,220,31777,33766,37831,49235,27677,16273,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
24/02/2004,CAD,1.3287,-1.43%,-0.0142,2.22,1.21,62648,6769,13545,645,26795,32930,34209,47120,28439,15528,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
17/02/2004,CAD,1.31,1.53%,0.0154,2.23,1.23,61898,8385,8758,521,22919,39522,31825,48801,30073,13097,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
10/02/2004,CAD,1.3303,0.53%,0.0053,2.29,1.25,66688,7968,12402,120,29483,39509,37571,52031,29117,14657,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
03/02/2004,CAD,1.3374,-2.47%,-0.0244,2.34,1.3,63329,7835,11687,95,26927,37883,34857,49665,28472,13664,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
27/01/2004,CAD,1.3052,-1.10%,-0.0109,2.29,1.26,65919,16478,2769,19,18303,51712,34800,54500,31119,11419,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
20/01/2004,CAD,1.291,-1.60%,-0.0158,2.41,1.37,76063,25232,1288,266,15120,62636,40618,64190,35445,11873,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
13/01/2004,CAD,1.2707,1.15%,0.0116,2.47,1.43,89905,39658,2089,1,12964,76580,52623,78670,37282,11235,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
06/01/2004,CAD,1.2855,1.91%,0.0193,2.56,1.5,73435,29498,2286,128,11732,58933,41358,61347,32077,12088,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
30/12/2003,CAD,1.3105,1.51%,0.0152,2.65,1.57,66536,22336,3377,32,13092,50732,35460,54141,31076,12395,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/12/2003,CAD,1.3306,-0.26%,-0.0026,2.63,1.55,62750,13535,4872,25,17501,45058,31061,49955,31689,12795,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
16/12/2003,CAD,1.3271,-1.58%,-0.0156,2.63,1.54,81898,17627,1029,45,29274,65651,46946,66725,34952,15173,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
09/12/2003,CAD,1.3065,-0.72%,-0.0072,2.71,1.64,87364,27407,320,1220,20703,70552,49330,72092,38034,15272,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
02/12/2003,CAD,1.2971,0.89%,0.009,2.67,1.6,82914,31155,487,204,14709,69174,46068,69865,36846,13049,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
25/11/2003,CAD,1.3088,-0.86%,-0.0086,2.65,1.61,79162,26518,641,367,14430,64579,41315,65587,37847,13575,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
18/11/2003,CAD,1.2976,1.01%,0.0102,2.72,1.65,86715,34048,572,108,13996,73250,48152,73930,38563,12785,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
11/11/2003,CAD,1.3109,1.31%,0.0132,2.73,1.67,80154,30192,487,100,14012,68526,44304,69113,35850,11041,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
04/11/2003,CAD,1.3283,-1.43%,-0.0142,2.67,1.62,78303,29207,487,455,14375,65547,44037,66489,34266,11814,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
28/10/2003,CAD,1.3096,0.51%,0.0051,2.63,1.57,84034,34353,1482,76,12882,70656,47311,72214,36723,11820,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
21/10/2003,CAD,1.3163,0.58%,0.0058,2.66,1.61,80185,29847,442,8,11987,67505,41842,67955,38343,12230,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
14/10/2003,CAD,1.324,0.49%,0.0049,2.6,1.56,80019,30697,843,52,12710,66469,43459,67364,36560,12655,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
07/10/2003,CAD,1.3305,1.61%,0.0163,2.57,1.54,76303,31011,411,0,9950,61938,40961,62349,35342,13954,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
30/09/2003,CAD,1.3523,0.32%,0.0032,2.6,1.57,69358,24828,1741,0,11118,57389,35946,59130,33412,10228,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
23/09/2003,CAD,1.3566,0.86%,0.0086,2.54,1.51,66514,23454,1147,0,10188,54750,33642,55897,32872,10617,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
16/09/2003,CAD,1.3683,-0.13%,-0.0013,2.63,1.6,81631,20282,150,350,22913,68008,43545,68508,38086,13123,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
09/09/2003,CAD,1.3665,1.94%,0.0196,2.65,1.61,78757,19420,0,0,27906,65004,47326,65004,31431,13753,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
02/09/2003,CAD,1.3936,0.04%,0.0004,2.7,1.65,64314,12384,119,71,24231,50743,36686,50933,27628,13381,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
26/08/2003,CAD,1.3941,0.09%,0.0009,2.69,1.68,62024,9662,113,302,26626,47642,36590,48057,25434,13967,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
19/08/2003,CAD,1.3954,-0.79%,-0.0078,2.73,1.71,61784,10444,473,217,25024,49479,35685,50169,26099,11615,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
12/08/2003,CAD,1.3845,0.97%,0.0097,2.78,1.75,66366,13743,697,84,23835,52289,37662,53070,28704,13296,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
05/08/2003,CAD,1.398,-0.81%,-0.008,2.83,1.81,62515,9585,1290,397,26813,48749,36795,50436,25720,12079,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
29/07/2003,CAD,1.3868,2.01%,0.0203,2.8,1.77,62645,10028,594,888,27302,48809,38218,50291,24427,12354,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/07/2003,CAD,1.4153,-1.75%,-0.0173,2.76,1.75,66155,9352,1086,801,29486,46905,39639,48792,26516,17363,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
15/07/2003,CAD,1.391,-2.02%,-0.02,2.91,1.91,69818,12118,2782,817,27697,52742,40632,56341,29186,13477,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
08/07/2003,CAD,1.3635,-0.84%,-0.0083,3.04,2.03,74235,17984,61,906,25817,55425,44707,56392,29528,17843,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
01/07/2003,CAD,1.3522,0.56%,0.0056,3.05,2.04,75746,18022,1241,167,25862,60872,44051,62280,31695,13466,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
24/06/2003,CAD,1.3598,-1.75%,-0.0174,3,2.12,72542,16599,820,128,25013,58088,41740,59036,30802,13506,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
17/06/2003,CAD,1.3364,1.96%,0.0198,3.12,2.19,92878,19963,1509,151,33231,78406,53345,80066,39533,12812,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
10/06/2003,CAD,1.3631,0.08%,0.0008,3.13,2.09,95778,20614,2934,151,36283,75630,57048,78715,38730,17063,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
03/06/2003,CAD,1.3642,0.91%,0.0091,3.14,1.97,94481,21775,3413,799,33826,77335,56400,81547,38081,12934,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
27/05/2003,CAD,1.3767,-2.20%,-0.0217,3.12,1.92,93169,22461,2514,1558,32151,77215,56170,81287,36999,11882,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
20/05/2003,CAD,1.3471,2.76%,0.028,3.2,2.08,95663,26085,525,669,28284,80851,55038,82045,40625,13618,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
13/05/2003,CAD,1.3853,0.47%,0.0048,3.23,2.05,98743,31618,728,880,26743,84145,59241,85753,39502,12990,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
06/05/2003,CAD,1.3919,3.41%,0.0347,3.25,2.11,97802,33702,945,0,24192,84578,57894,85523,39908,12279,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
29/04/2003,CAD,1.441,0.38%,0.0038,3.22,2,102455,36374,938,0,25275,89385,61649,90323,40806,12132,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
22/04/2003,CAD,1.4465,0.14%,0.0014,3.2,1.99,97984,31288,200,543,24667,85425,56498,86168,41486,11816,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
15/04/2003,CAD,1.4485,1.29%,0.013,3.27,2.04,97003,33509,200,589,22578,85274,56676,86063,40327,10940,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
08/04/2003,CAD,1.4674,0.41%,0.0041,3.09,1.93,94969,33003,200,0,22399,82123,55402,82323,39567,12646,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
01/04/2003,CAD,1.4735,0.13%,0.0013,3.11,1.97,94115,33961,772,454,20612,80729,55027,81955,39088,12160,"(CONTRACTS OF 100,000 CANADIAN DOLLARS)"
