Date,AUDRR,AUD,EURGBPRR,EURGBP,EURSEKRR,EURSEK,GBPRR,GBP,CHFRR,CHF,EURCHFRR,EURCHF,EURJPYRR,EURJPY,EURRR,EUR,CADRR,CAD,JPYRR,JPY
21-Jul-97,-0.5,0.74,0,0.6503,1.2,8.4715,-0.3,1.6755,,1.478,,1.6096,0.78,126.2488,-0.55,1.0896,-0.2,1.373,-0.55,115.85
22-Jul-97,-0.5,0.74,0,0.645,1.2,8.4106,-0.3,1.674,,1.4855,,1.6038,0.78,125.3687,-0.55,1.0797,-0.2,1.3785,-0.25,116.2
23-Jul-97,-0.5,0.7365,0,0.636,1.2,8.3816,-0.3,1.681,,1.485,,1.5872,0.78,123.3151,-0.75,1.0691,-0.15,1.376,-0.6,115.4
24-Jul-97,-0.5,0.7355,0.3,0.6382,1.2,8.419,-0.3,1.675,,1.4855,,1.5891,0.78,123.804,-0.75,1.0693,-0.15,1.3815,-0.6,115.65
25-Jul-97,-0.5,0.7375,0.3,0.6395,1.2,8.4262,-0.4,1.6645,,1.517,,1.6155,0.48,123.804,-0.75,1.065,-0.15,1.381,-0.5,116.3
28-Jul-97,-0.55,0.7355,0.3,0.6419,1.2,8.423,-0.4,1.651,,1.5195,,1.6116,0.48,124.1952,-0.8,1.0598,-0.15,1.387,0,117.3
29-Jul-97,-0.5,0.7395,0.3,0.6523,1.2,8.4486,-0.6,1.6335,,1.5145,,1.6155,0.43,125.2709,-0.75,1.0656,-0.25,1.3845,0.25,117.55
30-Jul-97,-0.4,0.7445,0,0.6519,1.2,8.4921,-0.5,1.6245,,1.5245,,1.6175,0.35,126.0532,-0.55,1.0606,-0.15,1.3835,0.45,118.9
31-Jul-97,-0.4,0.744,-0.3,0.6525,1.2,8.478,-0.4,1.637,,1.5145,,1.6136,0.35,126.2488,-0.45,1.0673,-0.15,1.3795,0.4,118.3
01-Aug-97,-0.4,0.741,-0.2,0.6461,1.2,8.4386,-0.25,1.6375,,1.516,,1.6048,0,125.9555,-0.55,1.0589,-0.15,1.3792,0.7,119
04-Aug-97,-0.4,0.7385,-0.2,0.6421,1.2,8.4285,-0.25,1.628,,1.5345,,1.6038,0,123.9996,-0.6,1.0448,-0.15,1.38,0.35,118.75
05-Aug-97,-0.4,0.739,0,0.6393,1.2,8.4008,-0.3,1.6275,,1.533,,1.595,0.2,123.1195,-0.55,1.0406,-0.15,1.38,0.5,118.3
06-Aug-97,-0.4,0.7354,0.15,0.6488,1.2,8.4085,-0.3,1.5955,,1.5363,,1.5911,0.28,123.6867,-0.6,1.0352,-0.15,1.3825,0.6,119.51
07-Aug-97,-0.4,0.736,0.25,0.6481,1.2,8.4195,-0.65,1.6035,,1.531,,1.592,0.25,123.3346,-0.7,1.0396,-0.15,1.388,0.65,118.7
08-Aug-97,-0.4,0.7311,0.4,0.6682,1.2,8.3767,-0.7,1.5674,,1.5285,,1.6005,0.28,123.2368,-0.5,1.0475,-0.15,1.388,0.35,117.9
11-Aug-97,-0.5,0.7385,-0.6,0.6609,1.2,8.4129,-0.7,1.5895,,1.5198,,1.6007,0.3,121.946,-0.25,1.053,-0.25,1.3915,-0.3,115.83
12-Aug-97,-0.5,0.741,-0.8,0.6634,1.2,8.4153,-0.6,1.586,,1.5233,,1.6028,0.3,121.946,-0.5,1.0521,-0.35,1.3915,-0.25,115.95
13-Aug-97,-0.5,0.7441,-0.5,0.6696,1.2,8.5198,-0.6,1.577,,1.523,,1.6083,0.33,123.0021,-0.35,1.0641,-0.15,1.3925,-0.2,116.48
14-Aug-97,-0.5,0.7429,-0.6,0.6701,1.2,8.5301,-0.7,1.5858,,1.5148,,1.613,0.3,123.9409,-0.1,1.0652,-0.15,1.3905,-0.2,116.41
15-Aug-97,-0.5,0.7411,-0.7,0.6652,1.2,8.5557,-0.45,1.5975,,1.517,,1.611,0.25,125.8577,-0.2,1.0622,-0.15,1.3895,0.55,118.45
18-Aug-97,-0.3,0.7408,0.65,0.6668,1.2,8.5812,-0.5,1.6085,-0.15,1.503,0.1,1.6192,-0.25,126.8356,-0.15,1.0776,-0.15,1.3865,0.55,117.6
19-Aug-97,-0.25,0.7381,0.35,0.663,1.2,8.5889,-0.35,1.6075,0.1,1.5135,0.1,1.6116,-0.1,125.8772,0,1.0649,-0.15,1.3885,0.35,118.2
20-Aug-97,-0.25,0.7439,0.25,0.6614,1.2,8.504,-0.5,1.596,0.4,1.525,0,1.6108,-0.25,124.5473,-0.4,1.0561,-0.15,1.3945,0.45,117.95
21-Aug-97,-0.35,0.7455,0.25,0.6616,1.2,8.5029,-0.4,1.5933,0.45,1.5217,0,1.6032,-0.25,124.2343,-0.45,1.0541,-0.15,1.393,0.45,117.86
22-Aug-97,-0.2,0.7455,0.45,0.6716,1.2,8.559,-0.25,1.6,-0.1,1.5055,0.1,1.6183,-0.05,125.8577,-0.15,1.0746,-0.15,1.394,0.45,117.05
25-Aug-97,-0.3,0.7482,0.45,0.6683,1.2,8.559,-0.2,1.61,-0.1,1.5017,0.1,1.6106,0,126.7573,-0.1,1.0723,-0.25,1.3905,0.35,118.2
26-Aug-97,-0.4,0.7473,0.65,0.6734,1.2,8.5776,-0.15,1.6145,-0.3,1.4855,0.15,1.6143,0.25,128.4002,-0.25,1.0871,-0.25,1.3925,0.35,118.13
27-Aug-97,-0.15,0.7481,0.65,0.6741,1.2,8.52,-0.25,1.609,-0.35,1.4892,0.15,1.6161,0.4,129.2608,-0.35,1.0852,-0.2,1.395,0.4,118.93
28-Aug-97,-0.3,0.7378,0.65,0.6695,1.2,8.5108,-0.15,1.609,-0.3,1.498,0.15,1.613,-0.1,127.8135,-0.25,1.0767,-0.25,1.3885,0.4,118.72
29-Aug-97,-0.3,0.7351,0.65,0.6718,1.2,8.5283,-0.15,1.622,-0.25,1.484,0.15,1.6173,0.55,129.9649,0.25,1.0899,-0.2,1.3885,0.4,119.32
02-Sep-97,-0.75,0.7255,0.65,0.6729,1.2,8.473,-0.3,1.5965,0.3,1.4963,0,1.6075,0.45,130.7277,0.3,1.074,-0.15,1.386,1.15,121.71
03-Sep-97,-0.6,0.7262,0.65,0.6742,1.2,8.4671,-0.4,1.5915,0.2,1.5,0,1.6102,0.45,130.1214,-0.2,1.0735,-0.3,1.3835,1.05,121.23
04-Sep-97,-0.6,0.729,0.8,0.6782,1.2,8.4608,-0.45,1.5845,-0.1,1.5015,0.1,1.6136,0.45,130.0236,0.1,1.0739,-0.35,1.385,1,120.33
05-Sep-97,-0.55,0.7288,0.75,0.6798,1.2,8.4313,-0.4,1.584,0,1.4915,0,1.6077,0.35,130.2778,0.15,1.0769,-0.35,1.3825,0.75,121.02
08-Sep-97,-0.55,0.7322,0.95,0.6859,1.2,8.3958,-0.4,1.584,-0.1,1.4765,0.1,1.6044,0.35,131.5491,0.1,1.0863,-0.4,1.3815,0.65,121.01
09-Sep-97,-0.45,0.73,0.9,0.6784,1.2,8.4161,-0.35,1.5875,-0.1,1.4853,0.1,1.602,0.35,128.4002,0.1,1.0785,-0.35,1.3835,0,119
10-Sep-97,-0.5,0.7269,0.9,0.6829,1.2,8.4589,-0.35,1.5833,-0.1,1.4845,0.1,1.6061,0,128.8892,0.1,1.0818,-0.35,1.385,0.15,119.15
11-Sep-97,-0.6,0.7217,0.9,0.6849,1.2,8.5118,-0.35,1.586,-0.2,1.478,0.1,1.6098,0.15,129.5151,0.2,1.0887,-0.35,1.3882,0.15,118.98
12-Sep-97,-0.7,0.7221,0.9,0.6849,1.2,8.4669,-0.35,1.6021,-0.25,1.4743,0.1,1.6183,0.55,132.6639,0.25,1.0975,-0.25,1.392,0.55,120.89
15-Sep-97,-0.55,0.721,0.9,0.6916,1.2,8.4772,-0.25,1.6045,-0.25,1.4568,0.1,1.6157,0.6,133.4463,0.25,1.1089,-0.25,1.391,0.7,120.35
16-Sep-97,-0.8,0.717,0.9,0.6916,1.2,8.4545,-0.35,1.5932,-0.3,1.455,0.1,1.605,0.5,132.9378,0.3,1.1029,-0.25,1.391,0.65,120.57
17-Sep-97,-0.75,0.7185,0.7,0.6904,1.2,8.427,-0.4,1.5984,-0.15,1.451,0.1,1.6073,0.5,133.0942,0.15,1.104,-0.25,1.3885,0.75,120.7
18-Sep-97,-0.75,0.7157,0.7,0.6911,1.2,8.3878,-0.35,1.6032,-0.15,1.455,0.1,1.6128,0.4,134.2091,0.05,1.1081,-0.25,1.3887,0.65,121.12
19-Sep-97,-0.75,0.7197,0.7,0.684,1.2,8.3895,-0.4,1.606,0,1.4661,0.1,1.6102,0.3,133.6027,0,1.0983,-0.25,1.391,0.75,121.64
22-Sep-97,-0.55,0.7201,0.1,0.6797,1.2,8.3851,-0.4,1.606,0.15,1.4693,0.1,1.6045,0.4,133.9939,-0.15,1.0918,-0.25,1.3875,0.6,122.72
23-Sep-97,-0.5,0.7216,0.15,0.6788,1.2,8.3174,-0.35,1.6092,0.15,1.4715,0.15,1.6063,0.3,133.2116,-0.2,1.0915,-0.2,1.3875,0.4,122.06
24-Sep-97,-0.5,0.7205,0.15,0.6829,1.2,8.3442,-0.35,1.614,0.15,1.4665,0.15,1.6085,0.3,131.686,0,1.0974,-0.2,1.389,0,120.02
25-Sep-97,-0.45,0.7247,0.15,0.6793,1.2,8.3248,-0.35,1.6163,0.1,1.4633,0.15,1.6112,0.2,131.1971,0,1.1013,-0.2,1.3875,0,120.92
26-Sep-97,-0.4,0.7242,0.3,0.6938,1.2,8.4072,-0.3,1.6098,0,1.448,0.15,1.6155,0.4,134.5024,0.35,1.1157,-0.2,1.383,-0.1,120.6
29-Sep-97,-0.4,0.7194,0.3,0.6884,1.2,8.4159,-0.2,1.613,0.2,1.455,0.15,1.6147,0.3,134.522,0.2,1.1103,-0.2,1.383,0,121.15
30-Sep-97,-0.4,0.7198,0.3,0.6861,1.2,8.3944,-0.2,1.614,0.1,1.4535,0.15,1.6089,0.25,134.1113,0.1,1.1077,-0.2,1.3815,0.05,121.15
01-Oct-97,-0.2,0.7295,0.3,0.6872,1.2,8.3728,-0.2,1.6138,0.05,1.4487,0.15,1.6304,0.25,133.9744,-0.1,1.1097,-0.2,1.38,-0.1,120.8
02-Oct-97,-0.2,0.728,0.2,0.6842,1.2,8.3665,-0.2,1.6161,0.05,1.4542,0.15,1.6079,0.1,133.8179,-0.1,1.1059,-0.2,1.378,0,121.13
03-Oct-97,-0.2,0.7287,0.2,0.6842,1.2,8.3527,-0.2,1.6161,0.05,1.4589,0.15,1.6071,0.2,133.8179,-0.2,1.1016,-0.4,1.3745,0.05,121.13
06-Oct-97,-0.2,0.7269,0.2,0.6878,1.2,8.3543,-0.3,1.6175,0.05,1.448,0.15,1.6126,0.25,135.6368,-0.05,1.1128,-0.4,1.371,0.2,121.87
07-Oct-97,-0.2,0.7235,0.2,0.6869,1.2,8.4004,-0.3,1.623,0.05,1.4436,0.15,1.6112,0.2,135.8715,0,1.1154,-0.4,1.373,0.2,121.8
08-Oct-97,-0.2,0.7264,0.2,0.6851,1.2,8.419,-0.2,1.6226,0.05,1.448,0.15,1.6104,0.2,135.363,-0.05,1.1119,-0.4,1.3715,0.1,121.75
09-Oct-97,-0.35,0.7372,0.2,0.6887,1.2,8.4792,-0.2,1.622,0.05,1.4453,0.15,1.6147,0.2,135.3434,0.05,1.1176,-0.4,1.3735,0.05,121.15
10-Oct-97,-0.35,0.7349,0.2,0.6917,1.2,8.4643,-0.2,1.6238,0.05,1.4508,0.25,1.6302,0.1,134.8545,0,1.1238,-0.4,1.373,-0.2,119.98
14-Oct-97,-0.1,0.7367,0.2,0.6901,1.2,8.445,-0.2,1.6205,0.05,1.463,0.25,1.6353,0.05,135.6564,-0.3,1.1174,-0.2,1.3805,-0.05,121.4
15-Oct-97,-0.15,0.7339,0.2,0.69,1.2,8.4648,-0.2,1.6175,0.05,1.463,0.25,1.6359,0.05,135.363,-0.1,1.1157,-0.2,1.381,-0.05,121.35
16-Oct-97,-0.2,0.7361,0.2,0.6928,1.2,8.4817,-0.2,1.617,0.05,1.457,0.25,1.6316,0.15,134.4438,-0.15,1.1199,-0.15,1.3885,-0.25,120.1
17-Oct-97,-0.15,0.7353,-0.15,0.6855,1.2,8.4419,-0.2,1.6205,0.05,1.457,0.25,1.6278,0.2,133.4267,-0.25,1.1116,-0.25,1.3855,-0.35,120.03
20-Oct-97,-0.27,0.7305,-0.65,0.6762,1.2,8.3954,-0.05,1.6285,0,1.477,0.15,1.6263,0.05,133.681,-0.35,1.1022,-0.25,1.3855,-0.2,121.4
21-Oct-97,-0.35,0.7285,-0.15,0.672,1.2,8.419,0.05,1.6375,0,1.475,0.25,1.6243,0.2,132.8009,-0.3,1.1013,-0.25,1.386,-0.3,120.6
22-Oct-97,-0.5,0.7094,-0.6,0.6716,1.2,8.4281,0.05,1.6308,0,1.4818,0.15,1.622,0.2,132.2923,-0.4,1.0951,-0.25,1.3915,-0.2,120.9
23-Oct-97,-0.8,0.7005,-0.5,0.6748,1.2,8.4037,0,1.627,0,1.476,0.25,1.62,0.2,132.9573,-0.45,1.098,-0.25,1.3905,0.2,121.1
24-Oct-97,-1,0.706,-0.5,0.6721,1.2,8.3593,0,1.6333,0.15,1.477,-0.25,1.6214,0.3,133.2898,-0.2,1.0979,-0.2,1.39,0.4,121.43
27-Oct-97,-1.5,0.6915,-0.4,0.6734,1.2,8.4124,0.3,1.6458,0.15,1.4584,-0.15,1.6163,0.3,134.8154,0.05,1.1086,-0.1,1.3935,-0.4,121.65
28-Oct-97,-1.15,0.6977,-0.2,0.6752,1.2,8.5009,0.4,1.6715,0.15,1.4145,-0.3,1.596,0.25,135.7737,0.4,1.1287,0.4,1.412,-0.45,120.3
29-Oct-97,-1,0.705,-0.2,0.6747,1.2,8.4703,0.4,1.6657,0.35,1.4263,-0.15,1.6044,0.25,135.3434,0.35,1.1244,0.05,1.4,-0.35,120.35
30-Oct-97,-1,0.7,-0.3,0.6812,1.2,8.5108,0.4,1.6685,0.4,1.3998,-0.3,1.592,0.3,136.7712,0.7,1.1374,0.2,1.407,-0.35,120.2
31-Oct-97,-1,0.7012,-0.3,0.678,1.2,8.5019,0.4,1.672,0.7,1.4002,-0.3,1.5872,0.3,136.204,0.7,1.1338,0.2,1.4075,-0.6,120.15
03-Nov-97,-0.65,0.7159,0,0.6723,1.2,8.5001,0.25,1.673,0.55,1.415,-0.3,1.5917,0.3,135.2652,0.55,1.1249,0.1,1.403,-0.55,120.33
04-Nov-97,-0.65,0.705,-0.15,0.675,1.2,8.5401,0.35,1.6811,0.3,1.4047,-0.2,1.5937,0.45,137.8665,0.4,1.1349,0.3,1.405,-0.15,121.5
05-Nov-97,-0.85,0.7038,-0.15,0.6733,1.2,8.5358,0.25,1.6783,0.3,1.4118,-0.2,1.5963,0.55,138.5901,0.4,1.1305,0.05,1.3975,0,122.6
06-Nov-97,-0.85,0.699,-0.2,0.6772,1.2,8.5186,0.4,1.6755,0.3,1.408,-0.15,1.5946,0.4,139.3724,0.4,1.1339,0.1,1.4,0.1,122.97
07-Nov-97,-1,0.7001,-0.15,0.6782,1.2,8.5411,0.45,1.6875,0.4,1.395,-0.15,1.5952,0.35,141.5434,0.8,1.1444,0.1,1.4035,0.35,123.71
10-Nov-97,-1.1,0.696,-0.2,0.6776,1.2,8.5593,0.35,1.68,0.4,1.3975,-0.15,1.5911,0.2,141.25,0.7,1.1391,0.15,1.408,0.3,124
11-Nov-97,-0.95,0.6945,-0.2,0.6756,1.2,8.5554,0.35,1.695,0.4,1.394,-0.15,1.5901,0.4,142.6191,0.6,1.1408,0.15,1.408,0.35,124.5
12-Nov-97,-1,0.6932,-0.2,0.6687,1.2,8.5264,0.45,1.709,0.4,1.3905,-0.3,1.5887,0.35,143.8513,0.65,1.1426,0.15,1.408,0.35,125.89
13-Nov-97,-1,0.6957,-0.4,0.6671,1.2,8.5232,0.4,1.7026,0.4,1.4005,-0.3,1.5909,0.25,142.5409,0.25,1.1361,0.15,1.4085,0.3,125.5
14-Nov-97,-0.9,0.693,-0.4,0.6669,1.2,8.5113,0.4,1.692,-0.25,1.4037,-0.3,1.5834,0.25,141.9933,0.25,1.1281,0.15,1.408,0.3,125.85
17-Nov-97,-0.95,0.6961,-0.4,0.6658,1.2,8.5128,0.5,1.6875,-0.25,1.415,-0.3,1.5911,0,141.0153,0.25,1.1244,0.2,1.414,0.1,125.42
18-Nov-97,-1,0.6961,0.15,0.669,1.2,8.5514,0.4,1.691,-0.4,1.408,-0.2,1.5932,0.2,142.3257,0.2,1.1316,0.15,1.415,0.1,125.78
19-Nov-97,-1.1,0.6912,0,0.6695,1.2,8.5333,0.4,1.6863,-0.3,1.4035,-0.2,1.5844,0.4,143.7339,0.2,1.1288,0.15,1.4165,0.25,127.32
20-Nov-97,-1.1,0.6873,-0.15,0.6667,1.2,8.5255,0.4,1.6965,-0.2,1.402,-0.2,1.5862,0.4,143.3819,0.2,1.1313,0.2,1.4172,0.35,126.77
21-Nov-97,-1.1,0.6964,-0.25,0.6639,1.2,8.4952,0.4,1.6865,-0.05,1.4201,-0.2,1.5899,0.4,140.722,0.05,1.1199,0.35,1.4185,0.2,125.62
24-Nov-97,-0.85,0.6933,-0.25,0.6667,1.2,8.5578,0.3,1.694,-0.1,1.4006,-0.25,1.5821,0.4,143.5384,0.05,1.1295,0.35,1.4195,0.4,127.12
25-Nov-97,-0.85,0.6884,-0.25,0.6651,1.2,8.5578,0.25,1.6882,-0.1,1.408,-0.25,1.5807,0.4,142.7756,0.1,1.1227,0.35,1.4216,0.4,127.22
26-Nov-97,-1,0.6842,0,0.6662,1.2,8.5797,0.15,1.6711,-0.15,1.4185,-0.35,1.5793,0.4,141.3478,0.15,1.1132,0.25,1.4223,0.45,127
28-Nov-97,-1,0.6845,-0.25,0.6612,1.2,8.5631,0.1,1.6756,-0.15,1.4262,-0.2,1.5808,0.4,141.2892,0.15,1.1083,0.25,1.421,0.35,127.5
01-Dec-97,-1,0.6758,-0.55,0.6554,1.2,8.5922,0.1,1.6796,0.15,1.4331,-0.35,1.578,0.4,141.915,0.15,1.1013,0.25,1.4231,0.45,128.85
02-Dec-97,-1,0.6782,-0.35,0.6561,1.2,8.5771,0,1.683,0.4,1.4272,-0.4,1.576,0.45,141.6217,0.4,1.1044,0.25,1.4216,0.4,128.24
03-Dec-97,-1,0.6755,-0.35,0.6564,1.2,8.5757,0.3,1.6795,0.4,1.4305,-0.4,1.578,0.45,141.9933,0.4,1.1037,0.1,1.4188,0.4,128.6
04-Dec-97,-1,0.6715,-0.4,0.6581,1.2,8.5819,0,1.682,0.25,1.4305,-0.35,1.5789,0.2,142.091,0.25,1.1047,0.1,1.4209,0.4,129.25
05-Dec-97,-1.1,0.6721,-0.4,0.664,1.2,8.5891,-0.2,1.661,0.4,1.432,-0.35,1.5821,0.2,142.9125,0.4,1.1036,0.1,1.4218,0.25,129.57
08-Dec-97,-0.95,0.669,-0.25,0.6624,1.2,8.5383,-0.25,1.6535,0.3,1.4485,-0.25,1.5872,0.45,143.069,0.3,1.0942,0.2,1.4216,0.3,130.6
09-Dec-97,-0.95,0.668,-0.15,0.6647,1.2,8.5414,-0.3,1.6445,0.2,1.4565,-0.15,1.592,0.2,142.1888,0.2,1.0939,0.1,1.421,0.4,130.05
10-Dec-97,-1,0.6685,-0.2,0.6655,1.2,8.5607,-0.25,1.6482,0.4,1.4442,-0.2,1.5842,-0.25,140.8393,0.4,1.0967,0.1,1.4224,-0.2,128.6
11-Dec-97,-1,0.668,-0.1,0.6664,1.2,8.5822,-0.2,1.6526,0.1,1.4372,-0.2,1.5827,0,142.228,0.1,1.1005,0.25,1.4241,0.1,129.3
12-Dec-97,-1,0.6616,0,0.6664,1.2,8.5676,-0.1,1.6592,-0.5,1.428,-0.2,1.5832,0.25,143.8122,0.25,1.1079,0.25,1.4256,-0.1,129.85
15-Dec-97,-1.05,0.6569,0,0.6728,1.2,8.5578,-0.2,1.6356,-0.2,1.4354,-0.2,1.5811,0.35,144.4772,0.2,1.1019,0.2,1.4187,0.2,131.22
16-Dec-97,-1.25,0.6486,0,0.6735,1.2,8.5421,-0.25,1.6308,-0.1,1.4385,-0.2,1.5782,0.35,143.9882,0.1,1.0975,0.2,1.4215,0.2,131.1
17-Dec-97,-1.15,0.6613,0.05,0.6702,1.2,8.5432,-0.25,1.6494,-0.2,1.433,-0.2,1.587,-0.35,140.0179,0.2,1.1076,0.1,1.4213,-0.45,126.8
18-Dec-97,-1.1,0.6613,0,0.6649,1.2,8.5675,0,1.6564,-0.2,1.4395,-0.2,1.587,0,140.9371,0.2,1.1025,0.25,1.4214,-0.3,127.9
19-Dec-97,-1.1,0.6555,0,0.6609,1.2,8.565,0.3,1.6728,-0.15,1.4324,-0.2,1.5832,0,142.091,0.15,1.1049,0.2,1.427,0.15,128.52
22-Dec-97,-1.15,0.651,-0.15,0.6592,1.2,8.545,0.1,1.6655,-0.15,1.4366,-0.25,1.5776,0,143.1863,0.15,1.0982,0.35,1.434,-0.05,130.5
23-Dec-97,-1.1,0.655,0,0.661,1.2,8.568,0,1.6652,-0.15,1.4353,-0.2,1.5801,0,143.069,0.15,1.1007,0.35,1.4353,0.25,130.07
24-Dec-97,-1.1,0.657,0,0.6603,1.2,8.568,0,1.668,-0.25,1.4337,-0.2,1.5803,0,142.9712,0.25,1.1028,0.35,1.438,0.2,129.48
25-Dec-97,,,,,1.2,8.568,,,,,,,,,,,,,,
26-Dec-97,,,,,1.2,8.568,,,,,,,,,,,,,,
29-Dec-97,-1.15,0.656,-0.25,0.6571,1.2,8.5871,0.15,1.6758,-0.3,1.4358,-0.15,1.5803,0.15,143.069,0.25,1.1011,0.35,1.4364,0.15,129.96
30-Dec-97,-1.2,0.6538,0,0.6594,1.2,8.6274,0.03,1.654,0,1.4545,-0.15,1.5868,0.15,141.3674,0,1.0914,0.35,1.4384,0.2,129.49
31-Dec-97,-1.2,0.6522,0,0.6603,1.2,8.6274,0,1.6534,0,1.4556,-0.15,1.5889,0.1,142.1497,0,1.0918,0.45,1.4331,0.25,130.12
01-Jan-98,,,,,1.2,8.6274,,,,,,,,,,,,,,
02-Jan-98,-1.2,0.6501,0,0.6609,1.2,8.6316,0,1.6416,0.2,1.4645,-0.15,1.5889,0.35,142.9125,0.2,1.0851,0.45,1.4256,0,131.65
05-Jan-98,-0.37,0.6447,0,0.6565,1.2,8.6081,-0.25,1.6443,0.4,1.4728,-0.21,1.5891,0.25,143.5775,0.4,1.0793,0.47,1.4255,0.25,133.13
06-Jan-98,-1.15,0.6368,-0.15,0.6582,1.2,8.6443,-0.25,1.629,0.41,1.4768,-0.2,1.5844,0.25,142.9907,0.41,1.0726,0.08,1.4288,0.26,133.36
07-Jan-98,-1.26,0.6371,-0.15,0.66,1.2,8.6282,-0.3,1.6218,0.46,1.4771,-0.2,1.5817,0.1,141.6217,0.46,1.0709,0.3,1.4324,0.25,132.5
08-Jan-98,-1.25,0.6372,-0.16,0.6605,1.2,8.6384,-0.3,1.622,0.4,1.4755,-0.2,1.5809,0.3,142.7756,0.39,1.0714,0.35,1.433,-0.1,133.35
09-Jan-98,-1.01,0.643,-0.16,0.6639,1.2,8.5921,-0.3,1.6192,0.2,1.4738,-0.2,1.5854,0.29,141.1914,0.2,1.0759,0.35,1.4255,-0.09,131.3
12-Jan-98,-1,0.641,-0.14,0.6673,1.2,8.6463,-0.3,1.6135,0.19,1.473,-0.2,1.5862,0.2,142.3844,0.19,1.0773,0.31,1.4325,-0.25,132.2
13-Jan-98,-0.85,0.644,-0.15,0.6573,1.2,8.619,-0.3,1.6356,0,1.4755,-0.2,1.5868,0.01,141.6412,0.01,1.0753,0.3,1.431,-0.19,131.7
14-Jan-98,-0.8,0.651,-0.15,0.6581,1.2,8.6133,-0.2,1.6275,0.05,1.484,-0.2,1.5901,0.01,140.3308,0.05,1.0711,0.11,1.431,0.2,130.9
15-Jan-98,-0.65,0.6527,-0.15,0.6568,1.2,8.5709,0.2,1.6316,0.01,1.4834,-0.2,1.5899,0,140.0765,0.01,1.0722,0.36,1.435,-0.35,130.7
16-Jan-98,-0.6,0.6592,-0.16,0.6553,1.2,8.5817,-0.2,1.6304,0.05,1.4958,-0.2,1.5985,0.4,137.2601,0.05,1.0688,0.35,1.4337,-0.4,128.65
19-Jan-98,,,,,1.2,8.5817,,,,,,,,,,,,,,
20-Jan-98,-0.55,0.6635,-0.4,0.6521,1.2,8.6055,-0.11,1.6305,0.19,1.498,-0.2,1.594,0.2,137.5926,0.19,1.0635,0.35,1.439,-0.2,129.35
21-Jan-98,-0.41,0.666,-0.1,0.6562,1.2,8.6085,-0.1,1.6246,0.1,1.4934,-0.2,1.5944,0.31,136.2822,0.1,1.0663,0.35,1.4415,-0.4,127.3
22-Jan-98,-0.75,0.659,-0.16,0.6584,1.2,8.6383,0.1,1.6447,0.3,1.4688,-0.2,1.5901,0.35,137.3775,0.3,1.0824,0.35,1.4471,-0.6,126.82
23-Jan-98,-0.75,0.6605,-0.16,0.6588,1.2,8.6672,0.11,1.6525,0.4,1.4655,-0.2,1.596,0.34,137.3971,0.4,1.0887,0.44,1.451,-0.9,126.2
26-Jan-98,-0.5,0.6717,-0.15,0.6603,1.2,8.6551,0.41,1.665,0.65,1.4438,-0.2,1.5889,0.1,138.4336,0.65,1.1006,0.35,1.4495,-1,125.87
27-Jan-98,-0.5,0.6752,-0.15,0.6632,1.2,8.6824,0.36,1.6516,0.41,1.4483,-0.2,1.586,0.11,138.375,0.4,1.0945,0.3,1.4466,-0.83,126.4
28-Jan-98,,,,,1.2,8.6712,,,,,,,,,,,,,,
29-Jan-98,-0.65,0.6758,-0.15,0.6582,1.2,8.6897,0,1.6423,0.21,1.4594,-0.21,1.5786,0.2,135.6173,0.2,1.0817,0.35,1.4555,-0.8,125.23
30-Jan-98,-0.95,0.6761,-0.15,0.6547,1.2,8.6727,0,1.6367,0,1.4707,-0.21,1.5778,0.25,136.6343,0,1.0728,0.35,1.4624,-0.5,127.29
02-Feb-98,-0.6,0.686,-0.15,0.6542,1.2,8.6667,-0.05,1.6324,0.01,1.4815,-0.21,1.5823,0.25,135.3826,0,1.0685,0.35,1.4497,-0.5,126.76
03-Feb-98,-0.5,0.6856,-0.15,0.6557,1.2,8.6869,0.05,1.6379,0.01,1.4727,-0.21,1.585,0.35,135.2261,0,1.0746,0.3,1.4543,-0.5,125.76
04-Feb-98,-0.85,0.6743,-0.15,0.6539,1.2,8.7107,0,1.649,0.11,1.4562,-0.21,1.5709,0.2,134.3655,0.1,1.0794,0.2,1.4434,-0.55,124.51
05-Feb-98,-0.85,0.683,-0.15,0.6608,1.2,8.7602,0,1.6503,0.4,1.4433,-0.31,1.5758,0.2,134.033,0.4,1.0912,0,1.443,-1,122.85
06-Feb-98,-0.86,0.6754,-0.15,0.661,1.2,8.7421,0,1.6465,0.46,1.4478,-0.31,1.5772,0.2,135.2261,0.46,1.0898,0.29,1.4318,-0.86,124.15
09-Feb-98,-0.9,0.671,-0.16,0.6598,1.2,8.7523,-0.1,1.637,0.25,1.4625,-0.3,1.5774,-0.35,134.4633,0.25,1.0782,-0.25,1.434,-0.7,124.45
10-Feb-98,-0.76,0.6811,0.15,0.6659,1.2,8.7753,0.25,1.6245,-0.2,1.4601,-0.31,1.5786,-0.35,133.5832,0.2,1.0813,-0.2,1.4283,-0.85,123.53
11-Feb-98,-1.25,0.6795,-0.15,0.6595,1.2,8.742,0.1,1.6265,-0.05,1.4685,0,1.5774,-0.35,133.192,0.05,1.0735,-0.15,1.4365,-0.7,124.05
12-Feb-98,-0.8,0.6795,-0.15,0.6585,1.2,8.7225,0.15,1.638,-0.05,1.454,-0.2,1.5676,-0.3,132.4097,0.05,1.0785,-0.1,1.438,-0.9,122.65
